,origin,destination,register,flight_num,airplane,scheduled_date,scheduled_time,actual_date,actual_time,day,status1,status2,airline_icao,international,delay,ftype,miladi_scheduled,miladi_actual,id,airline,latitude_deg,longitude_deg
1179,OIMM,OING,,IRC637,ATR,1402-01-12,11:15:00,1402-01-12,13:05:00,شنبه,Departed,پرواز كرد ,IRC,0,110,departure,2023-04-01,2023-04-01,1180,آسمان,36.235198974609375,59.64099884033203
1180,OIAW,OISS,IRC-7097,IRC3827,C,1402-01-12,12:30:00,1402-01-12,13:02:00,شنبه,Departed,پرواز كرد ,IRC,0,32,departure,2023-04-01,2023-04-01,1181,آسمان,31.3374,48.762001
1181,OIII,OIFS,,IRC3714,CRJ2,1402-01-12,12:50:00,1402-01-12,12:50:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,arrival,2023-04-01,2023-04-01,1182,آسمان,35.68920135498047,51.31340026855469
1182,OIII,OITT,NULL,IRC640,100,1402-01-12,12:45:00,1402-01-12,12:40:00,شنبه, نشست12:40,NULL,EP,0,0,arrival,2023-04-01,2023-04-01,1183, آسمان,35.68920135498047,51.31340026855469
1183,OICI,OIII,EPATE,IRC841,F100,1402-01-12,12:55:00,1402-01-12,12:36:00,شنبه,LANDED,نشست ,IRC,0,-19,arrival,2023-04-01,2023-04-01,1184,آسمان,33.58660125732422,46.40480041503906
1184,OIMM,OIZH,NULL,IRC853,NULL,1402-01-12,12:35:00,1402-01-12,12:35:00,شنبه, نشست,NULL,EP,0,0,arrival,2023-04-01,2023-04-01,1185, آسمان,36.235198974609375,59.64099884033203
1185,OIII,OIMM,,IRC600,B737,1402-01-12,12:30:00,1402-01-12,12:29:00,شنبه,LANDED,نشست ,IRC,0,-1,arrival,2023-04-01,2023-04-01,1186,آسمان,35.68920135498047,51.31340026855469
1186,OIMM,OIAW,IRC-7097,IRC837,C,1402-01-12,12:00:00,1402-01-12,12:15:00,شنبه,LANDED,نشست ,IRC,0,15,arrival,2023-04-01,2023-04-01,1187,آسمان,36.235198974609375,59.64099884033203
1187,OICI,OIII,,IRC841,100,1402-01-12,11:45:00,1402-01-12,11:50:00,شنبه,Departed,پرواز كرد ,IRC,0,5,departure,2023-04-01,2023-04-01,1188,آسمان,33.58660125732422,46.40480041503906
1188,OIII,OITT,EPATG,IRC640,F100,1402-01-12,11:30:00,1402-01-12,11:43:00,شنبه,Departed,پرواز كرد ,IRC,0,13,departure,2023-04-01,2023-04-01,1189,آسمان,35.68920135498047,51.31340026855469
1189,OIII,OIMM,EPAPO,IRC600,737-700,1402-01-12,11:00:00,1402-01-12,11:26:00,شنبه,Departed,پرواز كرد ,IRC,0,26,departure,2023-04-01,2023-04-01,1190,آسمان,35.68920135498047,51.31340026855469
1190,OIMM,OIZH,,IRC853,F100,1402-01-12,11:10:00,1402-01-12,11:23:00,شنبه,Departed,پرواز كرد ,IRC,0,13,departure,2023-04-01,2023-04-01,1191,آسمان,36.235198974609375,59.64099884033203
1191,OING,OIMM,,IRC636,ATR,1402-01-12,10:25:00,1402-01-12,11:05:00,شنبه,LANDED,نشست ,IRC,0,40,arrival,2023-04-01,2023-04-01,1192,آسمان,36.9094009399,54.4012985229
1192,OIII,OICI,,IRC840,100,1402-01-12,11:15:00,1402-01-12,11:00:00,شنبه,LANDED,نشست ,IRC,0,-15,arrival,2023-04-01,2023-04-01,1193,آسمان,35.68920135498047,51.31340026855469
1193,OIII,OIMM,,IRC610,F100,1402-01-12,10:40:00,1402-01-12,10:40:00,شنبه,Delayed,تاخیر ,IRC,0,0,arrival,2023-04-01,2023-04-01,1194,آسمان,35.68920135498047,51.31340026855469
1194,OICC,OIII,EPATG,IRC621,F100,1402-01-12,10:30:00,1402-01-12,10:26:00,شنبه,LANDED,نشست ,IRC,0,-4,arrival,2023-04-01,2023-04-01,1195,آسمان,34.3459014893,47.1581001282
1195,OIMM,OIAW,,IRC837,F100,1402-01-12,10:10:00,1402-01-12,10:12:00,شنبه,Departed,پرواز كرد ,IRC,0,2,departure,2023-04-01,2023-04-01,1196,آسمان,36.235198974609375,59.64099884033203
1196,OIZH,OIMM,,IRC852,F100,1402-01-12,10:10:00,1402-01-12,10:04:00,شنبه,LANDED,نشست ,IRC,0,-6,arrival,2023-04-01,2023-04-01,1197,آسمان,29.47570037841797,60.90620040893555
1197,OIII,OICI,EPATE,IRC840,F100,1402-01-12,10:00:00,1402-01-12,10:04:00,شنبه,Departed,پرواز كرد ,IRC,0,4,departure,2023-04-01,2023-04-01,1198,آسمان,35.68920135498047,51.31340026855469
1198,OICC,OIII,,IRC621,100,1402-01-12,09:30:00,1402-01-12,09:45:00,شنبه,Departed,پرواز كرد ,IRC,0,15,departure,2023-04-01,2023-04-01,1199,آسمان,34.3459014893,47.1581001282
1199,OIBB,OIII,EPAPO,IRC3915,F100,1402-01-12,09:40:00,1402-01-12,09:25:00,شنبه,LANDED,نشست ,IRC,0,-15,arrival,2023-04-01,2023-04-01,1200,آسمان,28.9447994232,50.8345985413
1200,OING,OIMM,,IRC636,ATR,1402-01-12,08:50:00,1402-01-12,09:22:00,شنبه,Departed,پرواز كرد ,IRC,0,32,departure,2023-04-01,2023-04-01,1201,آسمان,36.9094009399,54.4012985229
1201,OIII,OICC,,IRC620,100,1402-01-12,09:00:00,1402-01-12,09:00:00,شنبه,LANDED,نشست ,IRC,0,0,arrival,2023-04-01,2023-04-01,1202,آسمان,35.68920135498047,51.31340026855469
1202,OIZH,OIMM,NULL,IRC852,NULL,1402-01-12,08:50:00,1402-01-12,09:00:00,شنبه,پروازکرد09:00,NULL,EP,0,0,departure,2023-04-01,2023-04-01,1203, آسمان,29.47570037841797,60.90620040893555
1203,OIFS,OIII,EPATF,IRC3715,100,1402-01-12,08:40:00,1402-01-12,08:47:00,شنبه,LANDED,نشست ,IRC,0,7,arrival,2023-04-01,2023-04-01,1204,آسمان,32.2971992493,50.8422012329
1204,OIII,OING,,IRC630,ATR,1402-01-12,08:10:00,1402-01-12,08:32:00,شنبه,LANDED,نشست ,IRC,0,22,arrival,2023-04-01,2023-04-01,1205,آسمان,35.68920135498047,51.31340026855469
1205,OIAW,OIMM,,IRC836,F100,1402-01-12,09:10:00,1402-01-12,08:28:00,شنبه,LANDED,نشست ,IRC,0,-42,arrival,2023-04-01,2023-04-01,1206,آسمان,31.3374,48.762001
1206,OIBB,OIII,NULL,IRC3915,NULL,1402-01-12,08:10:00,1402-01-12,08:15:00,شنبه,پروازکرد08:15,NULL,EP,0,0,departure,2023-04-01,2023-04-01,1207, آسمان,28.9447994232,50.8345985413
1207,OIII,OICC,EPATG,IRC620,F100,1402-01-12,08:00:00,1402-01-12,08:14:00,شنبه,Departed,پرواز كرد ,IRC,0,14,departure,2023-04-01,2023-04-01,1208,آسمان,35.68920135498047,51.31340026855469
1208,OIYY,OIII,EPATE,IRC863,FOKER100,1402-01-12,08:15:00,1402-01-12,07:50:00,شنبه,LANDED,نشست ,IRC,0,-25,arrival,2023-04-01,2023-04-01,1209,آسمان,31.9048995972,54.2765007019
1209,OIII,OIZH,NULL,IRC850,NULL,1402-01-12,07:50:00,1402-01-12,07:50:00,شنبه, طبق برنامه ,NULL,EP,0,0,arrival,2023-04-01,2023-04-01,1210, آسمان,35.68920135498047,51.31340026855469
1210,OIII,OING,EPATZ,IRC630,ATR-72-500,1402-01-12,06:40:00,1402-01-12,07:32:00,شنبه,Departed,پرواز كرد ,IRC,0,52,departure,2023-04-01,2023-04-01,1211,آسمان,35.68920135498047,51.31340026855469
1211,OIII,OIBB,NULL,IRC3914,NULL,1402-01-12,07:20:00,1402-01-12,07:20:00,شنبه, نشست07:20,NULL,EP,0,0,arrival,2023-04-01,2023-04-01,1212, آسمان,35.68920135498047,51.31340026855469
1212,OIYY,OIII,NULL,IRC863,NULL,1402-01-12,07:00:00,1402-01-12,07:00:00,شنبه,پروازکرد07:00,NULL,EP,0,0,departure,2023-04-01,2023-04-01,1213,آسمان,31.9048995972,54.2765007019
1213,OIAW,OIMM,IRC-7097,IRC836,C,1402-01-12,07:10:00,1402-01-12,07:00:00,شنبه,Departed,پرواز كرد ,IRC,0,-10,departure,2023-04-01,2023-04-01,1214,آسمان,31.3374,48.762001
1214,OISS,OIII,EPATG,IRC3768,F100,1402-01-12,06:55:00,1402-01-12,06:41:00,شنبه,LANDED,نشست ,IRC,0,-14,arrival,2023-04-01,2023-04-01,1215,آسمان,29.5392,52.589802
1215,OIII,OIZH,EPAPQ,IRC850,737-700,1402-01-12,06:00:00,1402-01-12,06:24:00,شنبه,Departed,پرواز كرد ,IRC,0,24,departure,2023-04-01,2023-04-01,1216,آسمان,35.68920135498047,51.31340026855469
1216,OISS,OIAW,IRC-7097,IRC3826,FOKER100,1402-01-12,06:35:00,1402-01-12,06:21:00,شنبه,LANDED,نشست ,IRC,0,-14,arrival,2023-04-01,2023-04-01,1217,آسمان,29.5392,52.589802
1217,OIII,OIYY,NULL,IRC862,NULL,1402-01-12,06:30:00,1402-01-12,06:20:00,شنبه, نشست06:20,NULL,EP,0,0,arrival,2023-04-01,2023-04-01,1218,آسمان,35.68920135498047,51.31340026855469
1218,OIII,OIFS,EPATF,IRC3714,F100,1402-01-12,06:15:00,1402-01-12,06:12:00,شنبه,Departed,پرواز كرد ,IRC,0,-3,departure,2023-04-01,2023-04-01,1219,آسمان,35.68920135498047,51.31340026855469
1219,OIII,OIBB,EPAPO,IRC3914,737,1402-01-12,05:50:00,1402-01-12,06:05:00,شنبه,Departed,پرواز كرد ,IRC,0,15,departure,2023-04-01,2023-04-01,1220,آسمان,35.68920135498047,51.31340026855469
1220,OISS,OIII,NULL,IRC3768,100,1402-01-12,05:30:00,1402-01-12,05:41:00,شنبه,پروازکرد05:41,NULL,EP,0,0,departure,2023-04-01,2023-04-01,1221,آسمان,29.5392,52.589802
1221,OISS,OIAW,NULL,IRC3826,100,1402-01-12,05:30:00,1402-01-12,05:38:00,شنبه,پروازکرد05:38,NULL,EP,0,0,departure,2023-04-01,2023-04-01,1222,آسمان,29.5392,52.589802
1222,OIII,OIYY,EPATE,IRC862,FOKER100,1402-01-12,05:20:00,1402-01-12,05:29:00,شنبه,Departed,پرواز كرد ,IRC,0,9,departure,2023-04-01,2023-04-01,1223,آسمان,35.68920135498047,51.31340026855469
1223,OING,OIII,EPATZ,IRC633,ATR-72-500,1402-01-12,00:05:00,1402-01-12,02:09:00,شنبه,LANDED,نشست ,IRC,0,124,arrival,2023-04-01,2023-04-01,1224,آسمان,36.9094009399,54.4012985229
1224,OIYY,OIII,EPAPQ,IRC3745,737-700,1402-01-12,00:55:00,1402-01-12,01:09:00,شنبه,LANDED,نشست ,IRC,0,14,arrival,2023-04-01,2023-04-01,1225,آسمان,31.9048995972,54.2765007019
1225,OIAA,OIII,EPAPO,IRC861,737-700,1402-01-12,00:50:00,1402-01-12,00:38:00,شنبه,LANDED,نشست ,IRC,0,-12,arrival,2023-04-01,2023-04-01,1226,آسمان,30.367887,48.230075
1226,OISS,OIII,EPATE,IRC825,F100,1402-01-12,00:35:00,1402-01-12,00:17:00,شنبه,LANDED,نشست ,IRC,0,-18,arrival,2023-04-01,2023-04-01,1227,آسمان,29.5392,52.589802
1227,OIAW,OISS,NULL,IRC3829,100,1402-01-12,00:15:00,1402-01-12,00:11:00,شنبه, نشست00:11,NULL,EP,0,0,arrival,2023-04-01,2023-04-01,1228,آسمان,31.3374,48.762001
1228,OINZ,OIMM,,IRC3973,F100,1402-01-13,23:00:00,1402-01-13,23:55:00,یکشنبه,LANDED,نشست ,IRC,0,55,arrival,2023-04-02,2023-04-02,1229,آسمان,36.644408,53.188761
1229,OIII,OISS,,IRC3777,F100,1402-01-13,23:50:00,1402-01-13,23:50:00,یکشنبه,Check in Closed,پایان پذیرش مسافر ,IRC,0,0,departure,2023-04-02,2023-04-02,1230,آسمان,35.68920135498047,51.31340026855469
1230,OIAW,OIII,EPAPP,IRC833,737-700,1402-01-13,22:50:00,1402-01-13,23:41:00,یکشنبه,LANDED,نشست ,IRC,0,51,arrival,2023-04-02,2023-04-02,1231,آسمان,31.3374,48.762001
1231,OIMM,OIYY,NULL,IRC618,NULL,1402-01-13,19:50:00,1402-01-13,23:20:00,دوشنبه, نشست23:20,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1232,آسمان,36.235198974609375,59.64099884033203
1232,OICC,OIII,,IRC625,100,1402-01-13,23:00:00,1402-01-13,23:15:00,یکشنبه,Departed,پرواز كرد ,IRC,0,15,departure,2023-04-02,2023-04-02,1233,آسمان,34.3459014893,47.1581001282
1233,OIAA,OIII,EPATF,IRC3751,F100,1402-01-13,22:50:00,1402-01-13,23:05:00,یکشنبه,LANDED,نشست ,IRC,0,15,arrival,2023-04-02,2023-04-02,1234,آسمان,30.367887,48.230075
1234,OINZ,OIMM,,IRC3973,B737,1402-01-13,21:30:00,1402-01-13,23:00:00,یکشنبه,Departed,پرواز كرد ,IRC,0,90,departure,2023-04-02,2023-04-02,1235,آسمان,36.644408,53.188761
1235,OITR,OIII,EPAPO,IRC3855,B737,1402-01-13,18:50:00,1402-01-13,22:52:00,یکشنبه,LANDED,نشست ,IRC,0,242,arrival,2023-04-02,2023-04-02,1236,آسمان,37.6680984497,45.0686988831
1236,OISS,OIII,EPATE,IRC3781,F100,1402-01-13,23:00:00,1402-01-13,22:47:00,یکشنبه,LANDED,نشست ,IRC,0,-13,arrival,2023-04-02,2023-04-02,1237,آسمان,29.5392,52.589802
1237,OIAW,OIII,IRC-7097,IRC833,FOKER100,1402-01-13,21:40:00,1402-01-13,22:42:00,یکشنبه,Departed,پرواز كرد ,IRC,0,62,departure,2023-04-02,2023-04-02,1238,آسمان,31.3374,48.762001
1238,OINZ,OISS,,IRC3905,F100,1402-01-13,22:30:00,1402-01-13,22:35:00,یکشنبه,Departed,پرواز كرد ,IRC,0,5,departure,2023-04-02,2023-04-02,1239,آسمان,36.644408,53.188761
1239,OIII,OICC,,IRC624,100,1402-01-13,22:30:00,1402-01-13,22:30:00,یکشنبه,LANDED,نشست ,IRC,0,0,arrival,2023-04-02,2023-04-02,1240,آسمان,35.68920135498047,51.31340026855469
1240,OIAA,OIII,,IRC3751,F100,1402-01-13,21:35:00,1402-01-13,22:01:00,یکشنبه,Departed,پرواز كرد ,IRC,0,26,departure,2023-04-02,2023-04-02,1241,آسمان,30.367887,48.230075
1241,OIMM,OINZ,,IRC3972,B737,1402-01-13,20:50:00,1402-01-13,22:00:00,یکشنبه,LANDED,نشست ,IRC,0,70,arrival,2023-04-02,2023-04-02,1242,آسمان,36.235198974609375,59.64099884033203
1242,OISS,OINZ,,IRC3904,F100,1402-01-13,22:00:00,1402-01-13,21:45:00,یکشنبه,LANDED,نشست ,IRC,0,-15,arrival,2023-04-02,2023-04-02,1243,آسمان,29.5392,52.589802
1243,OIII,OICC,EPATG,IRC624,F100,1402-01-13,21:30:00,1402-01-13,21:45:00,یکشنبه,Departed,پرواز كرد ,IRC,0,15,departure,2023-04-02,2023-04-02,1244,آسمان,35.68920135498047,51.31340026855469
1244,OISS,OIII,NULL,IRC3781,100,1402-01-13,21:35:00,1402-01-13,21:38:00,یکشنبه,پروازکرد21:38,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1245,آسمان,29.5392,52.589802
1245,OIII,OIAW,,IRC832,MDC-DC-9-50,1402-01-13,20:35:00,1402-01-13,21:33:00,یکشنبه,LANDED,نشست ,IRC,0,58,arrival,2023-04-02,2023-04-02,1246,آسمان,35.68920135498047,51.31340026855469
1246,OIII,OIAA,,IRC3750,F100,1402-01-13,21:05:00,1402-01-13,21:13:00,یکشنبه,LANDED,نشست ,IRC,0,8,arrival,2023-04-02,2023-04-02,1247,آسمان,35.68920135498047,51.31340026855469
1247,OIII,OITR,NULL,IRC3854,NULL,1402-01-13,16:40:00,1402-01-13,21:10:00,یکشنبه, نشست21:10,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1248, آسمان,35.68920135498047,51.31340026855469
1248,OIMM,OINZ,,IRC3972,F100,1402-01-13,19:40:00,1402-01-13,20:54:00,یکشنبه,Departed,پرواز كرد ,IRC,0,74,departure,2023-04-02,2023-04-02,1249,آسمان,36.235198974609375,59.64099884033203
1249,OIII,OIAW,EPAPP,IRC832,737-700,1402-01-13,19:25:00,1402-01-13,20:43:00,یکشنبه,Departed,پرواز كرد ,IRC,0,78,departure,2023-04-02,2023-04-02,1250,آسمان,35.68920135498047,51.31340026855469
1250,OISS,OINZ,NULL,IRC3904,100,1402-01-13,20:20:00,1402-01-13,20:22:00,یکشنبه,پروازکرد20:22,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1251,آسمان,29.5392,52.589802
1251,OIII,OITR,EPAPO,IRC3854,B737,1402-01-13,15:25:00,1402-01-13,20:14:00,یکشنبه,Departed,پرواز كرد ,IRC,0,289,departure,2023-04-02,2023-04-02,1252,آسمان,35.68920135498047,51.31340026855469
1252,OIII,OIAA,EPATF,IRC3750,F100,1402-01-13,19:45:00,1402-01-13,20:09:00,یکشنبه,Departed,پرواز كرد ,IRC,0,24,departure,2023-04-02,2023-04-02,1253,آسمان,35.68920135498047,51.31340026855469
1253,OIMM,OIII,EPATG,IRC601,F100,1402-01-13,19:55:00,1402-01-13,19:56:00,یکشنبه,LANDED,نشست ,IRC,0,1,arrival,2023-04-02,2023-04-02,1254,آسمان,36.235198974609375,59.64099884033203
1254,OIII,OIMM,,IRC602,F100,1402-01-13,18:45:00,1402-01-13,19:50:00,یکشنبه,LANDED,نشست ,IRC,0,65,arrival,2023-04-02,2023-04-02,1255,آسمان,35.68920135498047,51.31340026855469
1255,OIGG,OIII,EPATZ,IRC845,ATR,1402-01-13,20:10:00,1402-01-13,19:26:00,یکشنبه,LANDED,نشست ,IRC,0,-44,arrival,2023-04-02,2023-04-02,1256,آسمان,37.323333,49.617778
1256,OITL,OIII,EPAPP,IRC3711,737,1402-01-13,18:30:00,1402-01-13,19:21:00,یکشنبه,LANDED,نشست ,IRC,0,51,arrival,2023-04-02,2023-04-02,1257,آسمان,38.3256988525,48.4244003296
1257,OIGG,OISS,NULL,IRC3941,100,1402-01-13,19:20:00,1402-01-13,19:01:00,یکشنبه, نشست19:01,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1258,آسمان,37.323333,49.617778
1258,OIAW,OISS,NULL,IRC3829,100,1402-01-13,19:20:00,1402-01-13,19:00:00,یکشنبه, نشست19:00,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1259,آسمان,31.3374,48.762001
1259,OITT,OIII,EPAPO,IRC641,B737,1402-01-13,14:25:00,1402-01-13,18:59:00,یکشنبه,LANDED,نشست ,IRC,0,274,arrival,2023-04-02,2023-04-02,1260,آسمان,38.1338996887207,46.23500061035156
1260,OITL,OIII,,IRC3711,F100,1402-01-13,18:30:00,1402-01-13,18:40:00,یکشنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-04-02,2023-04-02,1261,آسمان,38.3256988525,48.4244003296
1261,OIGG,OIII,,IRC845,ATR-72-500,1402-01-13,18:50:00,1402-01-13,18:40:00,یکشنبه,Departed,پرواز كرد ,IRC,0,-10,departure,2023-04-02,2023-04-02,1262,آسمان,37.323333,49.617778
1262,OIII,OIMM,EPAPQ,IRC602,737,1402-01-13,17:15:00,1402-01-13,18:39:00,یکشنبه,Departed,پرواز كرد ,IRC,0,84,departure,2023-04-02,2023-04-02,1263,آسمان,35.68920135498047,51.31340026855469
1263,OIMM,OIII,,IRC601,F100,1402-01-13,18:25:00,1402-01-13,18:37:00,یکشنبه,Departed,پرواز كرد ,IRC,0,12,departure,2023-04-02,2023-04-02,1264,آسمان,36.235198974609375,59.64099884033203
1264,OIAW,OISS,IRC-7097,IRC3829,C,1402-01-13,18:15:00,1402-01-13,18:19:00,یکشنبه,Departed,پرواز كرد ,IRC,0,4,departure,2023-04-02,2023-04-02,1265,آسمان,31.3374,48.762001
1265,OING,OIII,EPATF,IRC631,FOKER100,1402-01-13,18:30:00,1402-01-13,18:19:00,یکشنبه,LANDED,نشست ,IRC,0,-11,arrival,2023-04-02,2023-04-02,1266,آسمان,36.9094009399,54.4012985229
1266,OITT,OIII,NULL,IRC641,100,1402-01-13,17:00:00,1402-01-13,18:10:00,یکشنبه,پروازکرد18:10,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1267, آسمان,38.1338996887207,46.23500061035156
1267,OIII,OIGG,,IRC844,ATR-72-500,1402-01-13,18:10:00,1402-01-13,18:03:00,یکشنبه,LANDED,نشست ,IRC,0,-7,arrival,2023-04-02,2023-04-02,1268,آسمان,35.68920135498047,51.31340026855469
1268,OIGG,OISS,,IRC3941,100,1402-01-13,17:40:00,1402-01-13,17:44:00,یکشنبه,Departed,پرواز كرد ,IRC,0,4,departure,2023-04-02,2023-04-02,1269,آسمان,37.323333,49.617778
1269,OIII,OITL,,IRC3710,F100,1402-01-13,17:30:00,1402-01-13,17:40:00,یکشنبه,LANDED,نشست ,IRC,0,10,arrival,2023-04-02,2023-04-02,1270,آسمان,35.68920135498047,51.31340026855469
1270,OING,OIII,,IRC631,F100,1402-01-13,17:30:00,1402-01-13,17:36:00,یکشنبه,Departed,پرواز كرد ,IRC,0,6,departure,2023-04-02,2023-04-02,1271,آسمان,36.9094009399,54.4012985229
1271,OISS,OIAW,,IRC3828,MDC-DC-3,1402-01-13,17:45:00,1402-01-13,17:30:00,یکشنبه,LANDED,نشست ,IRC,0,-15,arrival,2023-04-02,2023-04-02,1272,آسمان,29.5392,52.589802
1272,OINN,OIMM,,IRC605,F100,1402-01-13,17:35:00,1402-01-13,17:24:00,یکشنبه,LANDED,نشست ,IRC,0,-11,arrival,2023-04-02,2023-04-02,1273,آسمان,36.66329956054688,51.46469879150391
1273,OIII,OITT,NULL,IRC640,100,1402-01-13,16:00:00,1402-01-13,17:15:00,یکشنبه, نشست17:15,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1274, آسمان,35.68920135498047,51.31340026855469
1274,OIII,OIGG,EPATZ,IRC844,ATR,1402-01-13,16:55:00,1402-01-13,17:08:00,یکشنبه,Departed,پرواز كرد ,IRC,0,13,departure,2023-04-02,2023-04-02,1275,آسمان,35.68920135498047,51.31340026855469
1275,OIII,OIMM,,IRC602,F100,1402-01-13,17:05:00,1402-01-13,17:05:00,یکشنبه,ONTIME,طبق برنامه ,IRC,0,0,departure,2023-04-02,2023-04-02,1276,آسمان,35.68920135498047,51.31340026855469
1276,OIII,OITL,EPAPP,IRC3710,737,1402-01-13,15:30:00,1402-01-13,16:57:00,یکشنبه,Departed,پرواز كرد ,IRC,0,87,departure,2023-04-02,2023-04-02,1277,آسمان,35.68920135498047,51.31340026855469
1277,OISS,OIGG,,IRC3940,100,1402-01-13,17:10:00,1402-01-13,16:57:00,یکشنبه,LANDED,نشست ,IRC,0,-13,arrival,2023-04-02,2023-04-02,1278,آسمان,29.5392,52.589802
1278,OIBP,OING,,IRC3958,100,1402-01-13,17:00:00,1402-01-13,16:52:00,یکشنبه,LANDED,نشست ,IRC,0,-8,arrival,2023-04-02,2023-04-02,1279,آسمان,27.379601,52.737701
1279,OISS,OIAW,NULL,IRC3828,100,1402-01-13,16:40:00,1402-01-13,16:41:00,یکشنبه,پروازکرد16:41,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1280,آسمان,29.5392,52.589802
1280,OIKB,OIII,EPAPQ,IRC645,737,1402-01-13,16:15:00,1402-01-13,16:34:00,یکشنبه,LANDED,نشست ,IRC,0,19,arrival,2023-04-02,2023-04-02,1281,آسمان,27.218299865722656,56.37779998779297
1281,OIII,OITT,EPAPO,IRC640,B737,1402-01-13,10:55:00,1402-01-13,16:22:00,یکشنبه,Departed,پرواز كرد ,IRC,0,327,departure,2023-04-02,2023-04-02,1282,آسمان,35.68920135498047,51.31340026855469
1282,OIMM,OISS,NULL,IRC3851,100,1402-01-13,15:45:00,1402-01-13,15:42:00,یکشنبه, نشست15:42,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1283,آسمان,36.235198974609375,59.64099884033203
1283,OISS,OIGG,NULL,IRC3940,100,1402-01-13,15:30:00,1402-01-13,15:31:00,یکشنبه,پروازکرد15:31,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1284,آسمان,29.5392,52.589802
1284,OIYY,OIII,EPAPP,IRC863,737-700,1402-01-13,14:10:00,1402-01-13,15:11:00,یکشنبه,LANDED,نشست ,IRC,0,61,arrival,2023-04-02,2023-04-02,1285,آسمان,31.9048995972,54.2765007019
1285,OIKB,OIII,NULL,IRC645,Boeing734,1402-01-13,14:35:00,1402-01-13,14:55:00,یکشنبه,پروازکرد14:55,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1286, آسمان,27.218299865722656,56.37779998779297
1286,OIYY,OIII,NULL,IRC863,NULL,1402-01-13,13:00:00,1402-01-13,14:20:00,یکشنبه,پروازکرد14:20,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1287,آسمان,31.9048995972,54.2765007019
1287,OIMM,OINN,,IRC604,F100,1402-01-13,14:10:00,1402-01-13,14:16:00,یکشنبه,Departed,پرواز كرد ,IRC,0,6,departure,2023-04-02,2023-04-02,1288,آسمان,36.235198974609375,59.64099884033203
1288,OIBB,OIII,EPAPO,IRC3915,737,1402-01-13,09:10:00,1402-01-13,14:08:00,یکشنبه,LANDED,نشست ,IRC,0,298,arrival,2023-04-02,2023-04-02,1289,آسمان,28.9447994232,50.8345985413
1289,OIMM,OISS,,IRC3851,F100,1402-01-13,14:00:00,1402-01-13,14:05:00,یکشنبه,Departed,پرواز كرد ,IRC,0,5,departure,2023-04-02,2023-04-02,1290,آسمان,36.235198974609375,59.64099884033203
1290,OIGG,OIKB,NULL,IRC647,Boeing734,1402-01-13,13:45:00,1402-01-13,13:49:00,یکشنبه, نشست13:49,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1291, آسمان,37.323333,49.617778
1291,OICI,OIMM,,IRC3901,F100,1402-01-13,13:10:00,1402-01-13,13:15:00,یکشنبه,LANDED,نشست ,IRC,0,5,arrival,2023-04-02,2023-04-02,1292,آسمان,33.58660125732422,46.40480041503906
1292,OIII,OISS,NULL,IRC3769,100,1402-01-13,13:25:00,1402-01-13,13:11:00,یکشنبه, نشست13:11,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1293,آسمان,35.68920135498047,51.31340026855469
1293,OIMM,OIYY,NULL,IRC618,NULL,1402-01-13,12:00:00,1402-01-13,13:05:00,یکشنبه, نشست13:05,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1294,آسمان,36.235198974609375,59.64099884033203
1294,OIBB,OIII,NULL,IRC3915,NULL,1402-01-13,07:40:00,1402-01-13,12:50:00,یکشنبه,پروازکرد12:50,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1295, آسمان,28.9447994232,50.8345985413
1295,OISS,OIMM,,IRC3850,F100,1402-01-13,13:15:00,1402-01-13,12:47:00,یکشنبه,LANDED,نشست ,IRC,0,-28,arrival,2023-04-02,2023-04-02,1296,آسمان,29.5392,52.589802
1296,OING,OIBP,,IRC3959,100,1402-01-13,12:00:00,1402-01-13,12:25:00,یکشنبه,Departed,پرواز كرد ,IRC,0,25,departure,2023-04-02,2023-04-02,1297,آسمان,36.9094009399,54.4012985229
1297,OIII,OISS,EPASR,IRC3769,F100,1402-01-13,12:00:00,1402-01-13,12:13:00,یکشنبه,Departed,پرواز كرد ,IRC,0,13,departure,2023-04-02,2023-04-02,1298,آسمان,35.68920135498047,51.31340026855469
1298,OIII,OIBB,NULL,IRC3914,NULL,1402-01-13,07:10:00,1402-01-13,12:05:00,یکشنبه, نشست12:05,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1299, آسمان,35.68920135498047,51.31340026855469
